x,y
211,175
211,175
211,175
211,175
211,175
211,175
211,175
211,175
211,175
211,174
211,174
211,174
211,174
211,174
211,174
211,174
211,174
212,174
212,174
212,174
212,174
212,174
212,174
212,174
212,174
