x,y
204,157
203,158
203,158
203,160
203,160
203,160
203,160
203,159
203,159
202,158
202,158
201,157
201,157
201,157
201,157
202,156
202,156
202,157
202,157
202,157
202,157
200,157
200,157
200,157
200,157
200,157
200,157
200,157
200,157
200,157
200,157
199,157
199,157
199,157
199,157
199,157
199,157
199,157
199,157
199,157
199,157
199,157
199,157
199,157
199,157
199,157
199,157
199,157
199,157
199,157
199,157
199,157
199,157
202,156
202,156
203,156
203,156
203,157
203,157
203,157
203,157
203,156
203,156
203,157
203,157
205,156
205,156
206,156
206,156
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
207,155
208,155
208,155
207,155
207,155
207,155
207,155
204,157
204,157
204,158
204,158
204,158
204,158
204,158
204,158
204,158
204,158
204,158
204,158
204,158
204,158
204,158
204,158
203,158
203,158
203,158
203,158
203,158
203,158
203,158
203,158
202,158
202,158
202,158
202,158
202,158
202,158
201,158
201,158
201,158
201,158
201,158
201,158
201,158
201,158
201,157
201,157
201,156
201,156
201,156
201,156
201,156
201,156
201,156
201,156
202,156
202,156
202,156
202,156
202,156
202,156
202,156
202,156
202,157
202,157
201,157
201,157
202,157
202,157
201,157
201,157
202,157
202,157
202,157
202,157
201,157
201,157
202,157
202,157
202,156
202,156
201,157
201,157
201,157
201,157
202,157
202,157
202,157
202,157
202,157
202,157
202,158
202,158
202,158
202,158
202,158
202,158
202,159
202,159
202,158
202,158
202,158
202,158
202,158
202,158
202,158
202,158
202,157
202,157
202,157
202,157
202,156
202,156
202,155
202,155
202,155
202,155
201,154
201,154
201,154
201,154
201,154
201,154
201,153
201,153
201,153
201,153
201,154
201,154
201,154
201,154
201,154
201,154
201,155
201,155
201,155
201,155
201,156
201,156
201,157
201,157
201,157
201,157
201,158
201,158
201,159
201,159
201,159
201,159
202,159
202,159
202,159
202,159
202,158
202,158
202,158
202,158
203,158
203,158
204,159
204,159
204,159
204,159
204,158
204,158
204,157
204,157
204,156
204,156
203,156
203,156
203,155
203,155
203,155
203,155
202,154
202,154
202,154
202,154
202,154
202,154
202,155
202,155
201,155
201,155
201,155
201,155
201,155
201,155
201,155
201,155
200,155
200,155
201,155
201,155
201,155
201,155
201,155
201,155
201,155
201,155
201,155
201,155
201,155
201,155
201,155
201,155
202,155
202,155
202,156
202,156
202,156
202,156
204,157
204,157
204,158
204,158
205,158
205,158
204,158
204,158
205,159
205,159
205,159
205,159
204,159
204,159
204,160
204,160
204,160
204,160
204,160
204,160
204,160
204,160
203,160
203,160
203,160
203,160
203,160
203,160
203,160
203,160
203,160
203,160
202,160
202,160
203,160
203,160
203,160
203,160
203,160
203,160
203,160
203,160
203,160
203,160
203,159
203,159
204,158
204,158
204,157
204,157
205,156
205,156
206,156
206,156
207,156
207,156
207,156
207,156
208,155
208,155
209,155
209,155
210,154
210,154
211,154
211,154
212,154
212,154
213,154
213,154
213,154
213,154
214,154
214,154
215,154
215,154
215,154
215,154
215,155
215,155
216,155
216,155
216,155
216,155
217,155
217,155
217,155
217,155
217,155
217,155
218,155
218,155
218,155
218,155
218,155
218,155
218,155
218,155
218,155
218,155
218,155
218,155
217,155
217,155
218,154
218,154
217,155
217,155
215,155
215,155
214,156
214,156
214,156
214,156
213,156
213,156
212,155
212,155
211,156
211,156
210,156
210,156
208,156
208,156
208,158
208,158
208,158
208,158
207,160
207,160
206,160
206,160
206,160
206,160
205,160
205,160
204,160
204,160
203,161
203,161
202,161
202,161
202,161
202,161
202,161
202,161
202,162
202,162
202,162
202,162
202,162
202,162
202,162
202,162
202,162
202,162
202,162
202,162
202,162
202,162
202,162
202,162
202,162
202,162
201,162
201,162
201,162
201,162
201,162
201,162
201,161
201,161
201,159
201,159
200,156
200,156
200,153
200,153
200,153
200,153
200,151
200,151
201,149
201,149
201,148
201,148
201,147
201,147
201,146
201,146
201,145
201,145
201,144
201,144
202,143
202,143
202,142
202,142
202,141
202,141
202,141
202,141
202,141
202,141
202,140
202,140
202,140
202,140
202,140
202,140
202,140
202,140
202,140
202,140
201,140
201,140
201,140
201,140
201,140
201,140
201,140
201,140
201,140
201,140
201,140
201,140
201,140
201,140
201,140
201,140
201,140
201,140
201,140
201,140
201,140
201,140
201,140
201,140
201,140
201,140
201,139
201,139
201,139
201,139
200,138
200,138
200,138
200,138
200,138
200,138
201,138
201,138
201,138
201,138
201,138
201,138
201,138
201,138
201,138
201,138
201,138
201,138
201,139
201,139
201,139
201,139
201,138
201,138
201,138
201,138
201,138
201,138
201,138
201,138
202,138
202,138
202,138
202,138
202,138
202,138
202,138
202,138
202,138
202,138
202,138
202,138
202,138
202,138
202,138
202,138
202,138
202,138
202,139
202,139
202,139
202,139
202,139
202,139
202,138
202,138
203,139
203,139
202,139
202,139
202,139
202,139
201,139
201,139
202,138
202,138
202,138
202,138
202,137
202,137
202,137
202,137
202,137
202,137
202,136
202,136
202,136
202,136
202,136
202,136
202,137
202,137
202,137
202,137
202,137
202,137
202,137
202,137
202,137
202,137
202,137
202,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
201,137
202,137
202,137
202,137
202,137
202,137
202,137
203,137
203,137
203,137
203,137
203,137
203,137
203,137
203,137
203,137
203,137
204,137
204,137
205,137
205,137
205,137
205,137
205,137
205,137
206,137
206,137
206,137
206,137
206,137
206,137
206,137
206,137
206,137
206,137
206,137
206,137
206,137
206,137
206,137
206,137
206,137
206,137
207,137
207,137
207,137
207,137
207,137
207,137
207,137
207,137
208,137
208,137
208,146
208,146
207,146
207,146
206,146
206,146
205,143
205,143
204,139
204,139
203,136
203,136
202,135
202,135
202,134
202,134
202,133
202,133
202,134
202,134
203,137
203,137
202,138
202,138
202,138
202,138
202,140
202,140
201,141
201,141
201,142
201,142
201,142
201,142
201,143
201,143
201,143
201,143
201,144
201,144
201,144
201,144
201,145
201,145
201,145
201,145
201,146
201,146
201,147
201,147
201,147
201,147
202,148
202,148
202,149
202,149
202,149
202,149
201,150
201,150
202,150
202,150
202,150
202,150
202,150
202,150
202,151
202,151
202,151
202,151
202,151
202,151
202,151
202,151
202,151
202,151
202,151
202,151
202,151
202,151
202,152
202,152
202,152
202,152
202,152
202,152
202,152
202,152
202,153
202,153
201,154
201,154
202,154
202,154
201,156
201,156
201,157
201,157
202,159
202,159
201,160
201,160
200,161
200,161
198,162
198,162
197,162
197,162
196,162
196,162
195,162
195,162
194,162
194,162
194,162
194,162
195,162
195,162
196,162
196,162
196,162
196,162
196,162
196,162
196,162
196,162
197,162
197,162
197,162
197,162
197,161
197,161
197,161
197,161
197,160
197,160
197,160
197,160
197,159
197,159
198,159
198,159
198,159
198,159
198,159
198,159
199,159
199,159
199,160
199,160
199,160
199,160
199,160
199,160
199,160
199,160
199,160
199,160
197,160
197,160
195,159
195,159
194,158
194,158
193,157
193,157
192,155
192,155
192,153
192,153
191,152
191,152
190,150
190,150
189,149
189,149
187,148
187,148
186,147
186,147
185,146
185,146
185,145
185,145
185,144
185,144
185,144
185,144
185,143
185,143
186,143
186,143
186,142
186,142
186,142
186,142
187,142
187,142
187,142
187,142
187,142
187,142
187,143
187,143
188,143
188,143
187,143
187,143
188,144
188,144
187,144
187,144
187,144
187,144
187,144
187,144
187,144
187,144
187,144
187,144
187,144
187,144
187,144
187,144
187,144
187,144
187,144
187,144
187,144
187,144
187,144
187,144
187,145
187,145
187,145
187,145
187,145
187,145
187,145
187,145
187,145
187,145
187,145
187,145
187,145
187,145
188,145
188,145
189,145
189,145
192,145
192,145
193,145
193,145
194,145
194,145
194,145
194,145
195,146
195,146
196,146
196,146
198,146
198,146
200,147
200,147
201,147
201,147
202,148
202,148
205,148
205,148
206,149
206,149
207,149
207,149
208,149
208,149
209,150
209,150
211,150
211,150
211,150
211,150
212,151
212,151
212,151
212,151
212,151
212,151
212,151
212,151
212,151
212,151
212,151
212,151
211,151
211,151
211,151
211,151
211,151
211,151
211,151
211,151
211,150
211,150
211,150
211,150
211,151
211,151
211,150
211,150
211,151
211,151
211,151
211,151
211,151
211,151
211,151
211,151
211,151
211,151
211,151
211,151
212,151
212,151
214,150
214,150
218,150
218,150
219,150
219,150
221,150
221,150
221,150
221,150
221,150
221,150
223,151
223,151
224,151
224,151
225,151
225,151
226,151
226,151
228,152
228,152
229,152
229,152
229,152
229,152
232,153
232,153
233,154
233,154
234,155
234,155
235,155
235,155
235,155
235,155
236,155
236,155
237,155
237,155
237,155
237,155
237,155
237,155
237,155
237,155
238,155
238,155
238,155
238,155
238,155
238,155
237,155
237,155
237,155
237,155
237,155
237,155
237,155
237,155
237,155
237,155
238,154
238,154
238,154
238,154
238,154
238,154
238,154
238,154
237,155
237,155
237,155
237,155
236,154
236,154
237,154
237,154
237,154
237,154
235,153
235,153
234,154
234,154
234,154
234,154
232,155
232,155
230,156
230,156
226,158
226,158
222,160
222,160
217,161
217,161
212,162
212,162
201,162
201,162
196,162
196,162
191,162
191,162
187,162
187,162
183,163
183,163
180,164
180,164
180,164
180,164
177,165
177,165
175,166
175,166
172,166
172,166
171,165
171,165
170,165
170,165
168,164
168,164
168,165
168,165
167,166
167,166
167,166
167,166
167,167
167,167
167,167
167,167
167,167
167,167
167,167
167,167
168,167
168,167
168,166
168,166
169,166
169,166
169,166
169,166
170,166
170,166
170,166
170,166
170,166
170,166
170,166
170,166
170,166
170,166
171,166
171,166
171,166
171,166
171,166
171,166
171,166
171,166
171,166
171,166
171,167
171,167
171,166
171,166
171,167
171,167
171,167
171,167
172,167
172,167
172,167
172,167
173,166
173,166
175,167
175,167
179,168
179,168
181,169
181,169
183,169
183,169
184,169
184,169
187,168
187,168
191,167
191,167
196,166
196,166
198,166
198,166
200,166
200,166
201,167
201,167
203,167
203,167
204,167
204,167
206,167
206,167
207,168
207,168
207,168
207,168
208,167
208,167
208,168
208,168
208,167
208,167
209,167
209,167
209,167
209,167
209,167
209,167
209,167
209,167
209,167
209,167
209,167
209,167
209,167
209,167
209,167
209,167
209,167
209,167
209,167
209,167
209,167
209,167
209,167
209,167
209,167
209,167
209,167
209,167
210,167
210,167
210,167
210,167
210,167
210,167
210,167
210,167
210,167
210,167
211,168
211,168
210,168
210,168
210,168
210,168
211,168
211,168
211,168
211,168
212,168
212,168
214,168
214,168
216,168
216,168
218,168
218,168
221,168
221,168
224,168
224,168
226,169
226,169
229,169
229,169
231,168
231,168
233,169
233,169
234,169
234,169
236,169
236,169
237,169
237,169
237,169
237,169
239,170
239,170
240,170
240,170
241,170
241,170
243,170
243,170
243,171
243,171
244,171
244,171
245,171
245,171
246,171
246,171
246,171
246,171
246,171
246,171
246,170
246,170
246,170
246,170
246,170
246,170
245,171
245,171
246,172
246,172
245,171
245,171
245,171
245,171
245,171
245,171
245,171
245,171
245,171
245,171
245,171
245,171
245,171
245,171
245,171
245,171
244,171
244,171
244,171
244,171
244,171
244,171
244,171
244,171
244,171
244,171
243,171
243,171
243,171
243,171
241,172
241,172
239,173
239,173
236,174
236,174
233,174
233,174
228,175
228,175
222,176
222,176
215,177
215,177
209,178
209,178
202,178
202,178
195,179
195,179
189,179
189,179
183,180
183,180
178,180
178,180
173,182
173,182
169,182
169,182
167,183
167,183
164,183
164,183
163,183
163,183
162,183
162,183
161,184
161,184
161,183
161,183
161,183
161,183
162,183
162,183
162,183
162,183
163,183
163,183
163,183
163,183
163,183
163,183
164,183
164,183
164,182
164,182
165,183
165,183
164,182
164,182
165,182
165,182
164,182
164,182
165,182
165,182
165,182
165,182
165,182
165,182
165,182
165,182
165,182
165,182
165,182
165,182
166,182
166,182
166,182
166,182
166,182
166,182
166,182
166,182
166,182
166,182
168,182
168,182
169,182
169,182
171,182
171,182
173,182
173,182
175,182
175,182
179,182
179,182
182,182
182,182
185,182
185,182
189,182
189,182
191,182
191,182
195,182
195,182
197,182
197,182
199,182
199,182
201,182
201,182
204,183
204,183
205,183
205,183
207,184
207,184
208,184
208,184
210,185
210,185
212,186
212,186
213,186
213,186
213,186
213,186
213,186
213,186
214,185
214,185
213,185
213,185
214,185
214,185
213,185
213,185
213,185
213,185
214,185
214,185
214,185
214,185
213,185
213,185
213,185
213,185
213,185
213,185
213,185
213,185
213,185
213,185
213,185
213,185
212,185
212,185
213,185
213,185
213,185
213,185
213,185
213,185
212,185
212,185
213,185
213,185
213,185
213,185
213,185
213,185
213,185
213,185
214,186
214,186
214,185
214,185
215,185
215,185
216,185
216,185
218,185
218,185
220,185
220,185
222,184
222,184
225,184
225,184
228,184
228,184
230,184
230,184
233,184
233,184
236,184
236,184
238,184
238,184
239,184
239,184
241,184
241,184
244,185
244,185
246,186
246,186
249,186
249,186
252,187
252,187
254,186
254,186
254,187
254,187
255,187
255,187
254,187
254,187
255,187
255,187
254,187
254,187
254,187
254,187
254,188
254,188
254,186
254,186
253,186
253,186
253,186
253,186
253,186
253,186
253,186
253,186
252,186
252,186
252,185
252,185
252,186
252,186
252,186
252,186
251,185
251,185
251,185
251,185
251,186
251,186
250,185
250,185
250,185
250,185
250,187
250,187
250,188
250,188
250,187
250,187
249,185
249,185
246,184
246,184
243,181
243,181
239,179
239,179
236,178
236,178
232,176
232,176
227,175
227,175
222,174
222,174
217,172
217,172
213,171
213,171
208,169
208,169
204,168
204,168
200,166
200,166
197,163
197,163
194,161
194,161
192,160
192,160
189,158
189,158
187,157
187,157
187,154
187,154
187,153
187,153
188,151
188,151
188,150
188,150
188,148
188,148
188,148
188,148
188,148
188,148
189,147
189,147
190,146
190,146
190,145
190,145
190,145
190,145
190,145
190,145
190,145
190,145
191,145
191,145
191,145
191,145
191,144
191,144
191,144
191,144
191,144
191,144
191,144
191,144
191,145
191,145
191,145
191,145
190,145
190,145
190,145
190,145
190,145
190,145
190,145
190,145
190,146
190,146
191,146
191,146
191,146
191,146
191,146
191,146
191,146
191,146
191,146
191,146
191,146
191,146
191,146
191,146
191,146
191,146
191,146
191,146
191,146
191,146
191,146
191,146
192,146
192,146
193,146
193,146
193,147
193,147
194,147
194,147
195,147
195,147
196,147
196,147
197,147
197,147
199,147
199,147
202,148
202,148
205,148
205,148
207,148
207,148
208,149
208,149
208,149
208,149
210,149
210,149
211,149
211,149
213,149
213,149
214,148
214,148
215,148
215,148
215,148
215,148
215,148
215,148
216,148
216,148
216,149
216,149
215,149
215,149
215,149
215,149
215,149
215,149
215,149
215,149
215,149
215,149
214,149
214,149
214,149
214,149
214,150
214,150
214,150
214,150
214,150
214,150
213,150
213,150
213,150
213,150
213,150
213,150
213,150
213,150
213,150
213,150
213,150
213,150
213,149
213,149
213,149
213,149
212,149
212,149
212,149
212,149
212,149
212,149
213,150
213,150
213,150
213,150
213,150
213,150
213,150
213,150
213,150
213,150
213,150
213,150
214,150
214,150
214,150
214,150
216,149
216,149
217,149
217,149
218,149
218,149
220,149
220,149
221,149
221,149
224,149
224,149
226,149
226,149
227,149
227,149
228,149
228,149
229,150
229,150
230,150
230,150
231,151
231,151
231,151
231,151
231,151
231,151
232,151
232,151
231,151
231,151
232,151
232,151
232,152
232,152
232,152
232,152
232,152
232,152
232,152
232,152
232,152
232,152
233,152
233,152
233,151
233,151
232,152
232,152
233,152
233,152
233,151
233,151
233,151
233,151
233,152
233,152
233,152
233,152
233,152
233,152
232,152
232,152
232,152
232,152
232,152
232,152
232,152
232,152
231,153
231,153
231,153
231,153
229,154
229,154
229,154
229,154
227,155
227,155
224,156
224,156
216,157
216,157
211,157
211,157
207,158
207,158
202,158
202,158
197,159
197,159
194,160
194,160
189,160
189,160
186,161
186,161
184,161
184,161
183,161
183,161
182,161
182,161
181,160
181,160
180,160
180,160
180,160
180,160
180,160
180,160
179,160
179,160
179,160
179,160
180,160
180,160
180,160
180,160
180,160
180,160
179,160
179,160
180,160
180,160
180,160
180,160
180,160
180,160
180,160
180,160
180,161
180,161
181,161
181,161
181,161
181,161
181,161
181,161
181,161
181,161
181,161
181,161
181,161
181,161
181,161
181,161
181,161
181,161
182,161
182,161
182,160
182,160
183,160
183,160
183,161
183,161
184,161
184,161
184,161
184,161
186,161
186,161
188,161
188,161
190,161
190,161
192,161
192,161
193,161
193,161
195,161
195,161
197,162
197,162
200,162
200,162
202,162
202,162
204,162
204,162
206,163
206,163
208,163
208,163
210,163
210,163
212,164
212,164
212,164
212,164
213,165
213,165
214,165
214,165
214,166
214,166
214,166
214,166
214,166
214,166
214,166
214,166
214,166
214,166
214,166
214,166
214,166
214,166
214,166
214,166
214,166
214,166
214,166
214,166
214,166
214,166
213,166
213,166
213,166
213,166
213,166
213,166
213,166
213,166
213,166
213,166
213,166
213,166
214,166
214,166
214,166
214,166
214,166
214,166
214,166
214,166
214,166
214,166
214,167
214,167
214,167
214,167
214,167
214,167
214,167
214,167
215,167
215,167
217,167
217,167
218,167
218,167
221,167
221,167
222,167
222,167
225,167
225,167
227,167
227,167
228,166
228,166
230,166
230,166
232,166
232,166
234,167
234,167
235,167
235,167
237,168
237,168
238,168
238,168
240,168
240,168
241,168
241,168
242,168
242,168
243,168
243,168
243,168
243,168
243,168
243,168
244,168
244,168
243,168
243,168
243,168
243,168
243,168
243,168
243,168
243,168
243,168
243,168
243,168
243,168
242,168
242,168
242,168
242,168
242,168
242,168
242,168
242,168
242,167
242,167
242,167
242,167
242,167
242,167
242,167
242,167
242,167
242,167
242,167
242,167
241,168
241,168
240,168
240,168
239,169
239,169
238,169
238,169
236,169
236,169
234,170
234,170
232,173
232,173
228,175
228,175
224,175
224,175
218,175
218,175
211,175
211,175
205,174
205,174
200,174
200,174
195,174
195,174
190,174
190,174
187,174
187,174
183,174
183,174
179,173
179,173
177,173
177,173
175,173
175,173
173,173
173,173
171,174
171,174
170,174
170,174
170,174
170,174
169,173
169,173
169,173
169,173
170,173
170,173
170,173
170,173
170,173
170,173
170,172
170,172
170,172
170,172
171,172
171,172
171,172
171,172
171,172
171,172
172,172
172,172
171,172
171,172
172,172
172,172
172,172
172,172
172,171
172,171
173,171
173,171
173,171
173,171
173,171
173,171
173,172
173,172
174,172
174,172
174,172
174,172
174,172
174,172
175,172
175,172
175,172
175,172
176,172
176,172
176,173
176,173
177,173
177,173
176,173
176,173
176,173
176,173
177,172
177,172
178,172
178,172
179,172
179,172
181,172
181,172
183,172
183,172
186,172
186,172
189,172
189,172
191,171
191,171
195,171
195,171
198,172
198,172
201,171
201,171
203,171
203,171
205,171
205,171
208,171
208,171
210,171
210,171
211,171
211,171
211,172
211,172
214,171
214,171
215,171
215,171
218,172
218,172
220,173
220,173
222,175
222,175
222,176
222,176
223,176
223,176
223,176
223,176
223,176
223,176
223,175
223,175
223,175
223,175
223,176
223,176
223,176
223,176
222,176
222,176
222,176
222,176
222,176
222,176
221,176
221,176
221,176
221,176
220,176
220,176
221,176
221,176
220,176
220,176
220,176
220,176
220,176
220,176
220,176
220,176
220,176
220,176
220,176
220,176
220,176
220,176
220,176
220,176
218,176
218,176
218,176
218,176
217,176
217,176
217,176
217,176
217,176
217,176
218,176
218,176
219,176
219,176
220,176
220,176
220,176
220,176
221,176
221,176
221,176
221,176
222,176
222,176
223,176
223,176
224,176
224,176
227,177
227,177
229,177
229,177
231,177
231,177
233,177
233,177
235,178
235,178
239,178
239,178
239,178
239,178
240,179
240,179
242,179
242,179
243,179
243,179
244,180
244,180
245,180
245,180
246,180
246,180
247,180
247,180
248,179
248,179
248,179
248,179
249,179
249,179
247,179
247,179
247,179
247,179
248,179
248,179
247,179
247,179
247,180
247,180
247,179
247,179
246,179
246,179
246,179
246,179
245,179
245,179
246,179
246,179
246,179
246,179
246,179
246,179
245,179
245,179
245,179
245,179
245,179
245,179
246,178
246,178
245,179
245,179
244,178
244,178
244,179
244,179
243,178
243,178
243,178
243,178
242,178
242,178
241,178
241,178
239,177
239,177
235,176
235,176
234,175
234,175
231,174
231,174
229,173
229,173
229,173
229,173
227,173
227,173
225,172
225,172
222,172
222,172
221,172
221,172
219,170
219,170
217,170
217,170
216,170
216,170
212,168
212,168
212,168
212,168
211,167
211,167
210,167
210,167
210,167
210,167
210,167
210,167
209,166
209,166
209,166
209,166
209,166
209,166
208,166
208,166
208,166
208,166
208,166
208,166
207,166
207,166
208,166
208,166
208,166
208,166
208,166
208,166
208,166
208,166
208,166
208,166
208,166
208,166
208,166
208,166
209,166
209,166
209,166
209,166
209,166
209,166
209,166
209,166
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,164
209,164
209,164
209,164
209,164
209,164
209,164
209,164
209,164
209,164
209,164
209,164
210,164
210,164
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
209,165
208,165
208,165
208,166
208,166
208,166
208,166
208,166
208,166
208,166
208,166
208,165
208,165
208,165
208,165
208,165
208,165
208,165
208,165
208,165
208,165
208,165
208,165
208,166
208,166
207,166
207,166
206,166
206,166
205,166
205,166
205,167
205,167
204,167
204,167
204,167
204,167
203,167
203,167
203,167
203,167
204,166
204,166
204,166
204,166
204,166
204,166
204,165
204,165
204,165
204,165
204,165
204,165
205,164
205,164
204,164
204,164
204,164
204,164
204,163
204,163
204,164
204,164
204,164
204,164
205,164
205,164
205,164
205,164
205,163
205,163
205,163
205,163
205,163
205,163
204,164
204,164
205,164
205,164
205,164
205,164
205,164
205,164
206,164
206,164
207,164
207,164
207,164
207,164
207,164
207,164
208,164
208,164
208,164
208,164
207,164
207,164
207,164
207,164
207,163
207,163
207,164
207,164
206,163
206,163
206,163
206,163
205,163
205,163
205,163
205,163
205,163
205,163
204,163
204,163
204,163
204,163
